website1,website2,name,description,location,type,city
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/siegestor/a/poi-sig/409468/1342297,Siegestor,Munich's massive Siegestor was modelled on the Arch of Constantine in Rome and looks like a miniature version of the Arc de Triomphe in Paris. Built to…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/hofgarten/a/poi-sig/409058/1342295,Hofgarten,"Office workers catching some rays during their lunch break, stylish mothers pushing prams, seniors on bikes, a gaggle of chatty nuns – everybody comes to…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/fuenf-hoefe/a/poi-sig/409336/1342295,Fünf Höfe,"Munich usually feels more cosy than cosmopolitan, but one exception is the Fünf Höfe, a ritzy shopping arcade whose modernist design is as interesting as…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/akademie-der-bildenden-kuenste/a/poi-sig/409266/1342297,Akademie der Bildenden Künste,"The Academy of Fine Arts is housed in a three-storey neo-Renaissance building. Founded in 1808 by Maximilian I, it advanced to become one of Europe's…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/neuer-botanischer-garten/a/poi-sig/409416/1342299,Neuer Botanischer Garten,Munich's verdant New Botanical Garden segues smoothly from the north side of the palace park and ranks among the most important in Europe. About a century…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/alter-hof/a/poi-sig/409272/1342295,Alter Hof,Alter Hof was the starter home of the Wittelsbach family and has its origins in the 12th century. The Bavarian rulers moved out of this central palace as…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/theatinerkirche/a/poi-sig/409528/1342295,Theatinerkirche,"The mustard-yellow Theatinerkirche, built to commemorate the 1662 birth of Prince Max Emanuel, is the work of Swiss architect Enrico Zuccalli. Also known…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/maximilianeum/a/poi-sig/409518/1342298,Maximilianeum,"Maximilianstrasse culminates in the glorious Maximilianeum, completed in 1874, a decade after Maximilian II's sudden death. It's an imposing structure,…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/ludwigskirche/a/poi-sig/409384/1342297,Ludwigskirche,"The sombre twin-towered Ludwigskirche, built by Friedrich von Gärtner between 1829 and 1844, is a highly decorative, almost Byzantine, affair with one…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/attractions/ruhmeshalle/a/poi-sig/409202/1342300,Ruhmeshalle,"The classical Ruhmeshalle is an open gallery of famous Bavarians, whose busts adorn the wall like hunting trophies. The hall curls horseshoe-like around…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/sealife/a/poi-sig/1139813/1342299,SeaLife,"If you're looking to keep the kids amused, SeaLife is the place to head. Reef sharks, moray eels and seahorses are among the 10,000 creatures on display,…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/st-nikolaikirche/a/poi-sig/1256685/1342298,St Nikolaikirche,"St Nikolaikirche was first built in 1315 in Gothic style, only to go all baroque three centuries later. Outside the prim church ensemble of St Nikolai and…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/pfarrkirche-st-anna-im-lehel/a/poi-sig/409434/1342298,Pfarrkirche St Anna im Lehel,The rather pompous neo-Romanesque Pfarrkirche St Anna im Lehel arrived on the scene in 1892 when the Klosterkirche St Anna im Lehel became too small…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/rock-museum/a/poi-sig/1070630/1342299,Rock Museum,"Your lift ticket to the Olympiaturm also buys access to the small if quirky Rock Museum. Ozzie Osbourne's signed guitar, a poem penned by Jim Morrison and…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/friedensengel/a/poi-sig/409554/1342298,Friedensengel,"Just east of the Isar River, the Friedensengel (Angel of Peace) statue stands guard from its perch atop a 23m-high column. It commemorates the 1871 Treaty…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/staatliches-museum-aegyptischer-kunst/a/poi-sig/409212/1342296,Staatliches Museum Ägyptischer Kunst,This small museum of late-19th-century Egyptian finds was moved to a purpose-built site in 2013. The 21st-century-style curation has left things feeling…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/mariensaeule/a/poi-sig/1307576/1342295,Mariensäule,Mariensäule (St Mary's Column) was erected in 1638 to celebrate Bavaria's victory over Swedish troops during the Thirty Years' War. It's topped by a…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/museum-reich-der-kristalle/a/poi-sig/409184/1342296,Museum Reich der Kristalle,"If diamonds are your best friends, head to the Museum Reich der Kristalle, with its Fort Knox–worthy collection of gemstones and crystals, including a…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/prinzregententheater/a/poi-sig/1207704/1342298,Prinzregententheater,One of Bogenhausen's main landmarks is the Prinzregententheater. Its dramatic mix of art nouveau and neoclassical styles was conceived under Prince Regent…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/kunsthalle-der-hypo-kulturstiftung/a/poi-sig/409376/1342295,Kunsthalle der Hypo-Kulturstiftung,"Fünf Höfe, a fashionable shopping mall, also houses the Kunsthalle der Hypo-Kulturstiftung, a modern gallery space renowned for quality cross-genre…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/dianatempel/a/poi-sig/1313383/1342295,Dianatempel,"Paths converge in the Hofgarten at the renaissance Dianatempel, a striking octagonal pavilion honouring the Roman goddess of the hunt.",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/neues-rathaus-tower/a/poi-sig/409250/1342295,Neues Rathaus Tower,"For pinpointing Munich's landmarks without losing your breath, catch the lift up this 85m-tall tower.",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/muenzhof/a/poi-sig/1207543/1342295,Münzhof,The former Münzhof (mint) has a pretty courtyard that's remarkable for its three-storey Renaissance arcades dating from 1567. An inscription on the…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/spielzeugmuseum/a/poi-sig/1070628/1342295,Spielzeugmuseum,"Spielzeugmuseum, in the south tower of the Altes Rathaus (1474), has a huge collection of toys, Barbie dolls and teddy bears.",Munich,must_see,Munich
https://lp-cms-production.imgix.net/2019-06/f73bfaa2a350f448358ad35be3c944bf-weisses-brauhaus.jpg?auto=format&fit=crop&ar=1:1&q=75,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/schneider-brauhaus/a/poi-eat/1208587/1342295,Schneider Brauhaus,"One of Munich's classic beer halls, this place is charged in the evenings with red-faced, ale-infused hilarity, with Alpine whoops accompanying the rabble…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/fraunhofer/a/poi-eat/409026/1342295,Fraunhofer,"With its screechy parquet floors, stuccoed ceilings, wood panelling and virtually no trace that the last century even happened, this wonderfully…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/prinz-myshkin/a/poi-eat/409030/1342295,Prinz Myshkin,"This place is proof, if any were needed, that the vegetarian experience has well and truly left the sandals, beards and lentils era. Ensconced in a former…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/weinhaus-neuner/a/poi-eat/1596333/1342295,Weinhaus Neuner,This Munich institution has been serving Bavarian-Austrian classics and a long wine list for well over 100 years. Take a break from the hop-infused frenzy…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/restaurants/tantris/a/poi-eat/1270681/1342297,Tantris,"Tantris means 'the search for perfection' and here, at one of Germany's most famous restaurants, it's not far off it. The interior design is full-bodied …",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/restaurants/cochinchina/a/poi-eat/1519718/1342297,Cochinchina,"Bearing an old name for southern Vietnam, this cosmopolitan Asian fusion restaurant is Munich's top place for Vietnamese and Chinese concoctions. The food…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/esszimmer/a/poi-eat/1519752/1342299,Esszimmer,"It took Bobby Bräuer, head chef at the gourmet restaurant at BMW World, just two years to gain his first Michelin star. Munich's top dining spot is the…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/restaurants/marais/a/poi-eat/1208589/1342300,Marais,"Is it a junk shop, a cafe or a sewing shop? Well, Westend's oddest coffeehouse is in fact all three, and everything you see in this converted haberdashery…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/koenigsquelle/a/poi-eat/408990/1342295,Königsquelle,"This wood-panelled Munich institution is well loved for its attentive service, expertly prepared food and dark, well-stocked hardwood bar containing what…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/galleria/a/poi-eat/1519283/1342295,Galleria,"Munich has a multitude of Italian eateries, but Galleria is a cut above the rest. The compact interior hits you first, a multihued, eclectic mix of…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/restaurants/dinner-hopping/a/poi-eat/1595870/1342300,Dinner Hopping,"Be driven around Munich in an old yellow US schoolbus as you enjoy either an Italian, American or Bavarian three-course dinner to the accompaniment of a…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/bamyan/a/poi-eat/1270437/1342295,Bamyan,"The terms 'happy hour', 'cocktail' and 'chilled vibe' don't normally go together with the word 'Afghan', but that's exactly the combination you get at…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/restaurants/wirtshaus-in-der-au/a/poi-eat/1139885/1342298,Wirtshaus in der Au,"This Bavarian tavern's simple slogan is 'Beer and dumplings since 1901', and it's this time-honoured staple – dumplings – that's the speciality here (the…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/restaurants/la-vecchia-masseria/a/poi-eat/1139886/1342300,La Vecchia Masseria,"In an area traditionally settled by Italians, this is one of Munich's longest-established Italian osterie. Choose between the small beer garden out front…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/chopan/a/poi-eat/1268921/1342299,Chopan,"Munich has a huge Afghan community, the most respected eatery of which is this much-lauded restaurant done out in the style of a Central Asian…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/restaurants/il-mulino/a/poi-eat/409082/1342296,Il Mulino,This much-loved neighbourhood classic has been feeding Italophiles and immigrants from the beautiful country for over three decades. All the expected…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/oskarmaria/a/poi-eat/1519118/1342295,OskarMaria,"The bookish cafe at the Literaturhaus cultural centre is a commendably stylish spot, with high ceilings, rows of small central-European cafe tables and…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/vegelangelo/a/poi-eat/1259708/1342295,Vegelangelo,"Reservations are compulsory at this petite veggie spot, where Indian odds and ends, a piano and a small Victorian fireplace distract little from the…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/les-deux-brasserie/a/poi-eat/1503103/1342295,Les Deux Brasserie,"Below the eponymous fine-dining restaurant, Les Deux's ground-floor brasserie is perfect for taking a tasty break without breaking the budget. Choose from…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/restaurants/bodhi/a/poi-eat/1519716/1342300,Bodhi,"This vegan restaurant has an uncluttered, wood-rich interior where health-conscious diners feast on meat-and-dairy-free pastas, burgers, salads, soya…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/cafe-luitpold/a/poi-eat/1259221/1342295,Cafe Luitpold,A cluster of pillarbox-red streetside tables and chairs announces you've arrived at this stylish but not ubercool retreat. It offers a choice of three…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/restaurants/showroom/a/poi-eat/409464/1342298,Showroom,"Andreas Schweiger's crossover creations strike just the right balance between adventure and comfort, which is why his Michelin-starred restaurant is among…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/kochspielhaus/a/poi-eat/1503101/1342295,Kochspielhaus,"Attached to a gourmet bakery called Backspielhaus, this modern country-style lair accented with massive candles packages only superfresh, top-quality…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/bratwurstherzl/a/poi-eat/409012/1342295,Bratwurstherzl,Cosy panelling and an ancient vaulted brick ceiling set the tone of this Old Munich tavern with a Franconian focus. Homemade organic sausages are grilled…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/fedora/a/poi-eat/1519120/1342295,Fedora,"Occupying the vaulted spaces of the 13th-century Zerwirkgewölbe, this Italian job named after the famous hat does a decent pizza and has an open kitchen…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/einstein/a/poi-eat/1139888/1342295,Einstein,"Reflected in the plate-glass windows of the Jewish Museum, this is the only kosher eatery in the city centre. The ID-and-bag-search entry process is worth…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/tegernseer-tal/a/poi-eat/1519750/1342295,Tegernseer Tal,A blond-wood interior illuminated by a huge skylight makes this a bright alternative to Munich's dark-panelled taverns. And with Alpine Tegernseer beer on…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/ruffini/a/poi-eat/409074/1342299,Ruffini,"Well worth the effort of delving deep into Neuhausen to find it, this cafe is a fun place to be no matter where the hands of the clock are. On sunny days…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/restaurants/potting-shed/a/poi-eat/1259717/1342297,Potting Shed,"This relaxed hang-out serves tapas, gourmet burgers and cocktails to an easygoing evening crowd. The burger menu whisks you round the globe, but it's the …",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/restaurants/dreigroschenkeller/a/poi-eat/408998/1342298,Dreigroschenkeller,"A quirky, labyrinthine, brick-cellar pub with rooms – based on Bertolt Brecht's Die Dreigroschenoper (The Threepenny Opera) – ranging from a prison cell…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/zauberberg/a/poi-eat/409488/1342299,Zauberberg,"Far off the tourist track, this 40-seat locals' favourite will put your tummy into a state of contentment with its elegant, well-composed international…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/goetterspeise/a/poi-eat/1209254/1342295,Götterspeise,"The name of this cafe translates as 'food of the gods' and the food in question is that most addictive of treats, chocolate. Here it comes in many forms,…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/conviva-im-blauen-haus/a/poi-eat/409314/1342295,Conviva im Blauen Haus,The industrially exposed interior and barely dressed tables mean nothing distracts from the great food at this theatre restaurant. The daily-changing…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/schlosscafe-im-palmenhaus/a/poi-eat/1139899/1342299,Schlosscafé im Palmenhaus,The glass-fronted 1820 palm house where Ludwig II used to keep his exotic house plants warm in winter is now a high-ceilinged and pleasantly scented cafe…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/alois-dallmayr/a/poi-eat/409502/1342295,Alois Dallmayr,"A pricey gourmet delicatessen right in the thick of the Altstadt action, Alois Dallmayr is best known for its coffee but has so much more, including…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/cordo-bar/a/poi-eat/1595924/1342295,Cordo Bar,Choose between the raw-wood streetside seats or the darkwood-and-tiles interior at this atmospheric tapas bar. The small plates ooze with Iberian…,Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/deutsche-eiche/a/poi-eat/1206237/1342295,Deutsche Eiche,"A Munich institution and gay central, this was once filmmaker Rainer Werner Fassbinder's favourite hang-out. It's still a popular spot and packs in a…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/restaurants/fischhaeusl/a/poi-eat/1595789/1342298,Fischhäusl,"Part of the food market on Wiener Platz, this kiosk with a few seats is one of the best spots in Munich to lunch on fish, which is prepared simply on a…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/restaurants/sir-tobi/a/poi-eat/1596334/1342298,Sir Tobi,"This Bavarian bistro serves delicious, slow-food versions of southern German and Austrian dishes in an environment of crisp white tablecloths and fresh…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/restaurants/eiscafe-sarcletti/a/poi-eat/409328/1342299,Eiscafé Sarcletti,"Ice-cream addicts have been getting their gelato fix at this Munich institution since 1879. Choose from more than 50 mouth-watering flavours, from not-so…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/wiener-cafe/a/poi-eat/1270682/1342295,Wiener Cafe,"The only cool thing about this delightfully old-fashioned central European coffeehouse, which serves cakes, snacks and drinks, is the marble tabletops.",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/schmalznudel/a/poi-eat/1258413/1342295,Schmalznudel,"This incredibly popular institution serves just four traditional pastries, one of which, the Schmalznudel (an oily type of doughnut), gives the place its…",Munich,to_eat,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-restaurants.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/restaurants/hans-im-glueck/a/poi-eat/1519567/1342295,Hans im Glück,"You can find these burger joints all over town, but this one is a bit special as it's housed in the grand old post-office building. It serves a juicy…",Munich,to_eat,Munich
